series,Store,Dept,model_used,week_ahead,forecast_date,forecast_value,forecast_low,forecast_high
S11_D09,11,9,seasonal_naive,1,2023-12-31,27709.03,24079.04,31339.02
S11_D09,11,9,seasonal_naive,2,2024-01-07,28015.25,24385.26,31645.24
S11_D09,11,9,seasonal_naive,3,2024-01-14,28479.02,24849.03,32109.01
S11_D09,11,9,seasonal_naive,4,2024-01-21,28988.89,25358.9,32618.88
S11_D09,11,9,seasonal_naive,5,2024-01-28,25080.8,21450.81,28710.79
S11_D09,11,9,seasonal_naive,6,2024-02-04,29461.1,25831.11,33091.09
S11_D09,11,9,seasonal_naive,7,2024-02-11,31558.01,27928.02,35188.0
S11_D09,11,9,seasonal_naive,8,2024-02-18,29123.65,25493.66,32753.64
S11_D10,11,10,seasonal_naive,1,2023-12-31,8550.82,7711.17,9390.47
S11_D10,11,10,seasonal_naive,2,2024-01-07,8499.49,7659.84,9339.14
S11_D10,11,10,seasonal_naive,3,2024-01-14,9028.58,8188.93,9868.23
S11_D10,11,10,seasonal_naive,4,2024-01-21,9679.25,8839.6,10518.9
S11_D10,11,10,seasonal_naive,5,2024-01-28,8689.08,7849.43,9528.73
S11_D10,11,10,seasonal_naive,6,2024-02-04,10865.96,10026.31,11705.61
S11_D10,11,10,seasonal_naive,7,2024-02-11,12037.22,11197.57,12876.87
S11_D10,11,10,seasonal_naive,8,2024-02-18,8296.79,7457.14,9136.44
S11_D11,11,11,global_gbm,1,2023-12-31,53436.71,36297.25,63545.23
S11_D11,11,11,global_gbm,2,2024-01-07,35044.17,29431.31,42288.81
S11_D11,11,11,global_gbm,3,2024-01-14,33075.89,30066.33,34627.31
S11_D11,11,11,global_gbm,4,2024-01-21,34016.21,31496.34,37748.69
S11_D11,11,11,global_gbm,5,2024-01-28,33432.85,31649.61,35750.88
S11_D11,11,11,global_gbm,6,2024-02-04,45544.94,42598.74,50149.56
S11_D11,11,11,global_gbm,7,2024-02-11,45732.33,42808.56,49561.49
S11_D11,11,11,global_gbm,8,2024-02-18,38016.07,33332.02,41948.68
S11_D12,11,12,holt_winters,1,2023-12-31,14722.37,11779.2,17665.54
S11_D12,11,12,holt_winters,2,2024-01-07,14703.7,11760.53,17646.87
S11_D12,11,12,holt_winters,3,2024-01-14,14536.16,11593.0,17479.33
S11_D12,11,12,holt_winters,4,2024-01-21,15104.94,12161.77,18048.11
S11_D12,11,12,holt_winters,5,2024-01-28,16548.49,13605.32,19491.66
S11_D12,11,12,holt_winters,6,2024-02-04,20192.64,17249.47,23135.81
S11_D12,11,12,holt_winters,7,2024-02-11,17365.81,14422.64,20308.98
S11_D12,11,12,holt_winters,8,2024-02-18,15082.56,12139.39,18025.73
S12_D01,12,1,global_gbm,1,2023-12-31,48167.5,35654.34,56210.22
S12_D01,12,1,global_gbm,2,2024-01-07,30892.85,28183.81,39019.51
S12_D01,12,1,global_gbm,3,2024-01-14,30795.8,27559.37,33947.36
S12_D01,12,1,global_gbm,4,2024-01-21,32610.81,29991.85,35121.86
S12_D01,12,1,global_gbm,5,2024-01-28,30601.67,29872.73,33273.17
S12_D01,12,1,global_gbm,6,2024-02-04,38318.68,37012.06,40676.52
S12_D01,12,1,global_gbm,7,2024-02-11,40259.2,36845.2,40259.2
S12_D01,12,1,global_gbm,8,2024-02-18,34049.79,30202.57,39209.22
S12_D02,12,2,global_gbm,1,2023-12-31,77149.58,54178.93,77149.58
S12_D02,12,2,global_gbm,2,2024-01-07,50828.88,47304.7,54647.51
S12_D02,12,2,global_gbm,3,2024-01-14,50799.92,47572.38,54462.47
S12_D02,12,2,global_gbm,4,2024-01-21,52905.23,47742.05,56097.08
S12_D02,12,2,global_gbm,5,2024-01-28,52925.76,48878.13,58043.0
S12_D02,12,2,global_gbm,6,2024-02-04,79179.86,72205.66,87152.65
S12_D02,12,2,global_gbm,7,2024-02-11,78707.42,73165.23,92511.54
S12_D02,12,2,global_gbm,8,2024-02-18,59630.33,45062.41,67737.89
S12_D03,12,3,global_gbm,1,2023-12-31,81551.8,60322.44,85636.78
S12_D03,12,3,global_gbm,2,2024-01-07,63351.36,57693.36,65456.41
S12_D03,12,3,global_gbm,3,2024-01-14,59741.65,53998.39,61978.11
S12_D03,12,3,global_gbm,4,2024-01-21,58676.45,54637.31,62693.85
S12_D03,12,3,global_gbm,5,2024-01-28,59476.55,55676.82,64474.39
S12_D03,12,3,global_gbm,6,2024-02-04,77312.39,69832.2,85869.37
S12_D03,12,3,global_gbm,7,2024-02-11,79928.97,72134.82,90320.42
S12_D03,12,3,global_gbm,8,2024-02-18,66407.46,59282.26,68227.94
S12_D04,12,4,global_gbm,1,2023-12-31,17240.6,16132.76,17974.96
S12_D04,12,4,global_gbm,2,2024-01-07,16167.19,15522.24,17178.04
S12_D04,12,4,global_gbm,3,2024-01-14,15321.09,14162.49,16662.17
S12_D04,12,4,global_gbm,4,2024-01-21,15360.9,14190.24,17178.76
S12_D04,12,4,global_gbm,5,2024-01-28,15599.24,13896.43,17041.01
S12_D04,12,4,global_gbm,6,2024-02-04,17331.94,15550.89,18591.64
S12_D04,12,4,global_gbm,7,2024-02-11,17953.95,16480.86,19080.25
S12_D04,12,4,global_gbm,8,2024-02-18,16371.91,15277.82,17724.94
S12_D05,12,5,global_gbm,1,2023-12-31,49703.86,39767.7,56015.86
S12_D05,12,5,global_gbm,2,2024-01-07,36618.55,35844.36,42543.11
S12_D05,12,5,global_gbm,3,2024-01-14,35417.49,34789.91,38725.61
S12_D05,12,5,global_gbm,4,2024-01-21,35471.73,33474.78,39377.19
S12_D05,12,5,global_gbm,5,2024-01-28,35287.62,33966.72,40050.92
S12_D05,12,5,global_gbm,6,2024-02-04,41186.85,38998.21,45624.42
S12_D05,12,5,global_gbm,7,2024-02-11,44046.09,42952.88,49117.71
S12_D05,12,5,global_gbm,8,2024-02-18,37794.7,34089.92,42823.64
S12_D06,12,6,global_gbm,1,2023-12-31,75989.24,56049.73,81635.11
S12_D06,12,6,global_gbm,2,2024-01-07,52713.48,48091.49,55470.26
S12_D06,12,6,global_gbm,3,2024-01-14,55943.04,49006.7,57977.27
S12_D06,12,6,global_gbm,4,2024-01-21,55611.33,51027.98,59847.35
S12_D06,12,6,global_gbm,5,2024-01-28,54463.61,50805.13,60494.35
S12_D06,12,6,global_gbm,6,2024-02-04,64530.32,57915.91,73389.0
S12_D06,12,6,global_gbm,7,2024-02-11,68040.41,61859.68,77689.27
S12_D06,12,6,global_gbm,8,2024-02-18,54774.77,50622.19,61748.06
S12_D07,12,7,global_gbm,1,2023-12-31,68833.9,59686.53,78096.09
S12_D07,12,7,global_gbm,2,2024-01-07,60483.16,54884.42,62545.94
S12_D07,12,7,global_gbm,3,2024-01-14,62058.07,55327.21,64399.61
S12_D07,12,7,global_gbm,4,2024-01-21,57656.06,51962.76,61248.09
S12_D07,12,7,global_gbm,5,2024-01-28,59378.18,53595.14,63888.43
S12_D07,12,7,global_gbm,6,2024-02-04,64164.19,60538.76,76668.64
S12_D07,12,7,global_gbm,7,2024-02-11,62194.23,57805.97,72696.49
S12_D07,12,7,global_gbm,8,2024-02-18,61157.11,56678.02,64715.05
S12_D08,12,8,seasonal_naive,1,2023-12-31,13202.84,11910.64,14495.04
S12_D08,12,8,seasonal_naive,2,2024-01-07,12325.52,11033.32,13617.72
S12_D08,12,8,seasonal_naive,3,2024-01-14,12839.51,11547.31,14131.71
S12_D08,12,8,seasonal_naive,4,2024-01-21,12691.89,11399.69,13984.09
S12_D08,12,8,seasonal_naive,5,2024-01-28,13211.27,11919.07,14503.47
S12_D08,12,8,seasonal_naive,6,2024-02-04,15788.0,14495.8,17080.2
S12_D08,12,8,seasonal_naive,7,2024-02-11,16615.0,15322.8,17907.2
S12_D08,12,8,seasonal_naive,8,2024-02-18,13622.05,12329.85,14914.25
S12_D09,12,9,seasonal_naive,1,2023-12-31,37668.26,33355.45,41981.07
S12_D09,12,9,seasonal_naive,2,2024-01-07,35321.69,31008.88,39634.5
S12_D09,12,9,seasonal_naive,3,2024-01-14,38346.4,34033.59,42659.21
S12_D09,12,9,seasonal_naive,4,2024-01-21,38982.16,34669.35,43294.97
S12_D09,12,9,seasonal_naive,5,2024-01-28,37724.34,33411.53,42037.15
S12_D09,12,9,seasonal_naive,6,2024-02-04,42884.66,38571.85,47197.47
S12_D09,12,9,seasonal_naive,7,2024-02-11,37429.13,33116.32,41741.94
S12_D09,12,9,seasonal_naive,8,2024-02-18,40519.08,36206.27,44831.89
S12_D10,12,10,global_gbm,1,2023-12-31,19994.93,15718.79,21824.81
S12_D10,12,10,global_gbm,2,2024-01-07,15432.95,11342.28,17434.2
S12_D10,12,10,global_gbm,3,2024-01-14,14084.49,11968.75,15268.57
S12_D10,12,10,global_gbm,4,2024-01-21,14049.47,12829.71,15656.93
S12_D10,12,10,global_gbm,5,2024-01-28,14297.2,12554.08,15449.16
S12_D10,12,10,global_gbm,6,2024-02-04,18353.23,15988.56,18353.23
S12_D10,12,10,global_gbm,7,2024-02-11,19811.27,16917.47,19811.27
S12_D10,12,10,global_gbm,8,2024-02-18,16963.29,13857.03,18041.75
S12_D11,12,11,global_gbm,1,2023-12-31,75913.45,45778.71,75913.45
S12_D11,12,11,global_gbm,2,2024-01-07,46640.54,37202.79,50960.44
S12_D11,12,11,global_gbm,3,2024-01-14,44299.04,41796.71,47820.27
S12_D11,12,11,global_gbm,4,2024-01-21,44048.88,42579.83,48259.53
S12_D11,12,11,global_gbm,5,2024-01-28,41669.3,40002.84,47455.93
S12_D11,12,11,global_gbm,6,2024-02-04,64417.9,56085.23,67484.5
S12_D11,12,11,global_gbm,7,2024-02-11,64241.84,58467.6,70083.87
S12_D11,12,11,global_gbm,8,2024-02-18,48218.57,40915.78,58024.47
S12_D12,12,12,global_gbm,1,2023-12-31,26925.53,22460.33,35438.24
S12_D12,12,12,global_gbm,2,2024-01-07,21291.88,17443.34,24401.59
S12_D12,12,12,global_gbm,3,2024-01-14,19521.36,16986.06,21311.98
S12_D12,12,12,global_gbm,4,2024-01-21,20523.59,19251.39,22043.88
S12_D12,12,12,global_gbm,5,2024-01-28,20366.1,18732.48,21617.26
S12_D12,12,12,global_gbm,6,2024-02-04,27167.03,24138.26,28664.49
S12_D12,12,12,global_gbm,7,2024-02-11,28026.16,26035.66,28929.21
S12_D12,12,12,global_gbm,8,2024-02-18,24071.73,19923.45,25972.2
S13_D01,13,1,seasonal_naive,1,2023-12-31,13793.76,12755.29,14832.23
S13_D01,13,1,seasonal_naive,2,2024-01-07,13687.42,12648.95,14725.89
S13_D01,13,1,seasonal_naive,3,2024-01-14,14122.86,13084.39,15161.33
S13_D01,13,1,seasonal_naive,4,2024-01-21,12413.24,11374.77,13451.71
S13_D01,13,1,seasonal_naive,5,2024-01-28,13598.8,12560.33,14637.27
S13_D01,13,1,seasonal_naive,6,2024-02-04,17072.65,16034.18,18111.12
S13_D01,13,1,seasonal_naive,7,2024-02-11,18685.73,17647.26,19724.2
S13_D01,13,1,seasonal_naive,8,2024-02-18,12869.24,11830.77,13907.71
S13_D02,13,2,global_gbm,1,2023-12-31,36298.67,30562.69,45472.73
S13_D02,13,2,global_gbm,2,2024-01-07,26681.83,21767.53,30972.52
S13_D02,13,2,global_gbm,3,2024-01-14,25383.3,23003.71,26644.67
S13_D02,13,2,global_gbm,4,2024-01-21,26849.44,24878.83,27776.62
S13_D02,13,2,global_gbm,5,2024-01-28,25783.88,24100.42,28707.57
S13_D02,13,2,global_gbm,6,2024-02-04,30528.44,30528.44,32627.92
S13_D02,13,2,global_gbm,7,2024-02-11,31927.85,31927.85,33603.93
S13_D02,13,2,global_gbm,8,2024-02-18,27454.08,24398.66,30936.68
S13_D03,13,3,seasonal_naive,1,2023-12-31,33548.89,30637.32,36460.46
S13_D03,13,3,seasonal_naive,2,2024-01-07,28551.89,25640.32,31463.46
S13_D03,13,3,seasonal_naive,3,2024-01-14,25744.53,22832.96,28656.1
S13_D03,13,3,seasonal_naive,4,2024-01-21,25858.42,22946.85,28769.99
S13_D03,13,3,seasonal_naive,5,2024-01-28,25695.52,22783.95,28607.09
S13_D03,13,3,seasonal_naive,6,2024-02-04,34472.92,31561.35,37384.49
S13_D03,13,3,seasonal_naive,7,2024-02-11,36667.26,33755.69,39578.83
S13_D03,13,3,seasonal_naive,8,2024-02-18,27557.16,24645.59,30468.73
S13_D04,13,4,seasonal_naive,1,2023-12-31,7776.32,7039.95,8512.69
S13_D04,13,4,seasonal_naive,2,2024-01-07,7787.75,7051.38,8524.12
S13_D04,13,4,seasonal_naive,3,2024-01-14,7516.72,6780.35,8253.09
S13_D04,13,4,seasonal_naive,4,2024-01-21,7919.73,7183.36,8656.1
S13_D04,13,4,seasonal_naive,5,2024-01-28,8029.43,7293.06,8765.8
S13_D04,13,4,seasonal_naive,6,2024-02-04,8197.83,7461.46,8934.2
S13_D04,13,4,seasonal_naive,7,2024-02-11,7406.51,6670.14,8142.88
S13_D04,13,4,seasonal_naive,8,2024-02-18,7202.09,6465.72,7938.46
S13_D05,13,5,global_gbm,1,2023-12-31,20504.61,19989.2,25312.9
S13_D05,13,5,global_gbm,2,2024-01-07,17656.23,16478.21,19609.18
S13_D05,13,5,global_gbm,3,2024-01-14,17030.94,15709.26,18876.04
S13_D05,13,5,global_gbm,4,2024-01-21,17465.82,16060.02,19235.5
S13_D05,13,5,global_gbm,5,2024-01-28,17507.48,15838.79,19494.6
S13_D05,13,5,global_gbm,6,2024-02-04,20333.06,19149.04,22858.92
S13_D05,13,5,global_gbm,7,2024-02-11,21313.02,20244.1,23617.14
S13_D05,13,5,global_gbm,8,2024-02-18,18928.16,16266.19,21270.4
S13_D06,13,6,global_gbm,1,2023-12-31,31851.05,28994.06,43105.42
S13_D06,13,6,global_gbm,2,2024-01-07,26238.45,23064.86,29456.36
S13_D06,13,6,global_gbm,3,2024-01-14,25806.08,24206.53,27303.26
S13_D06,13,6,global_gbm,4,2024-01-21,26548.94,25129.9,28279.09
S13_D06,13,6,global_gbm,5,2024-01-28,26424.33,24705.75,28615.38
S13_D06,13,6,global_gbm,6,2024-02-04,30569.88,29089.85,32948.31
S13_D06,13,6,global_gbm,7,2024-02-11,32566.04,30491.17,33524.71
S13_D06,13,6,global_gbm,8,2024-02-18,28066.38,24903.43,30839.58
S13_D07,13,7,seasonal_naive,1,2023-12-31,26787.53,24787.21,28787.85
S13_D07,13,7,seasonal_naive,2,2024-01-07,27463.59,25463.27,29463.91
S13_D07,13,7,seasonal_naive,3,2024-01-14,26697.25,24696.93,28697.57
S13_D07,13,7,seasonal_naive,4,2024-01-21,26549.05,24548.73,28549.37
S13_D07,13,7,seasonal_naive,5,2024-01-28,26126.2,24125.88,28126.52
S13_D07,13,7,seasonal_naive,6,2024-02-04,28296.64,26296.32,30296.96
S13_D07,13,7,seasonal_naive,7,2024-02-11,28735.2,26734.88,30735.52
S13_D07,13,7,seasonal_naive,8,2024-02-18,24275.99,22275.67,26276.31
S13_D08,13,8,seasonal_naive,1,2023-12-31,6298.63,5367.41,7229.85
S13_D08,13,8,seasonal_naive,2,2024-01-07,5775.29,4844.07,6706.51
S13_D08,13,8,seasonal_naive,3,2024-01-14,5425.49,4494.27,6356.71
S13_D08,13,8,seasonal_naive,4,2024-01-21,5371.55,4440.33,6302.77
S13_D08,13,8,seasonal_naive,5,2024-01-28,5509.18,4577.96,6440.4
S13_D08,13,8,seasonal_naive,6,2024-02-04,6158.07,5226.85,7089.29
S13_D08,13,8,seasonal_naive,7,2024-02-11,6300.07,5368.85,7231.29
S13_D08,13,8,seasonal_naive,8,2024-02-18,6032.31,5101.09,6963.53
S13_D09,13,9,global_gbm,1,2023-12-31,18596.78,18274.18,21442.0
S13_D09,13,9,global_gbm,2,2024-01-07,17276.62,16223.89,19039.73
S13_D09,13,9,global_gbm,3,2024-01-14,16912.87,16191.45,18473.28
S13_D09,13,9,global_gbm,4,2024-01-21,16472.62,16129.98,18505.79
S13_D09,13,9,global_gbm,5,2024-01-28,17636.94,15680.62,18858.27
S13_D09,13,9,global_gbm,6,2024-02-04,19341.97,18076.9,21232.81
S13_D09,13,9,global_gbm,7,2024-02-11,18595.31,18459.86,20363.27
S13_D09,13,9,global_gbm,8,2024-02-18,17521.96,16686.29,19264.16
S13_D10,13,10,seasonal_naive,1,2023-12-31,5716.39,5222.98,6209.8
S13_D10,13,10,seasonal_naive,2,2024-01-07,5788.92,5295.51,6282.33
S13_D10,13,10,seasonal_naive,3,2024-01-14,5884.73,5391.32,6378.14
S13_D10,13,10,seasonal_naive,4,2024-01-21,5569.74,5076.33,6063.15
S13_D10,13,10,seasonal_naive,5,2024-01-28,5081.57,4588.16,5574.98
S13_D10,13,10,seasonal_naive,6,2024-02-04,6804.85,6311.44,7298.26
S13_D10,13,10,seasonal_naive,7,2024-02-11,7444.81,6951.4,7938.22
S13_D10,13,10,seasonal_naive,8,2024-02-18,5574.51,5081.1,6067.92
S13_D11,13,11,global_gbm,1,2023-12-31,31676.86,26132.56,39964.75
S13_D11,13,11,global_gbm,2,2024-01-07,23360.97,18822.68,28024.86
S13_D11,13,11,global_gbm,3,2024-01-14,21014.68,18204.6,22582.24
S13_D11,13,11,global_gbm,4,2024-01-21,21622.15,19839.62,22564.23
S13_D11,13,11,global_gbm,5,2024-01-28,21733.62,19650.2,22661.9
S13_D11,13,11,global_gbm,6,2024-02-04,31048.31,26724.13,31048.31
S13_D11,13,11,global_gbm,7,2024-02-11,31073.61,26894.98,32599.27
S13_D11,13,11,global_gbm,8,2024-02-18,25852.6,20887.8,29219.19
S13_D12,13,12,seasonal_naive,1,2023-12-31,8053.31,5952.63,10153.99
S13_D12,13,12,seasonal_naive,2,2024-01-07,8108.09,6007.41,10208.77
S13_D12,13,12,seasonal_naive,3,2024-01-14,8478.49,6377.81,10579.17
S13_D12,13,12,seasonal_naive,4,2024-01-21,8315.07,6214.39,10415.75
S13_D12,13,12,seasonal_naive,5,2024-01-28,8402.72,6302.04,10503.4
S13_D12,13,12,seasonal_naive,6,2024-02-04,10468.02,8367.34,12568.7
S13_D12,13,12,seasonal_naive,7,2024-02-11,9746.92,7646.24,11847.6
S13_D12,13,12,seasonal_naive,8,2024-02-18,8582.51,6481.83,10683.19
S14_D01,14,1,seasonal_naive,1,2023-12-31,12411.11,10122.86,14699.36
S14_D01,14,1,seasonal_naive,2,2024-01-07,11386.32,9098.07,13674.57
S14_D01,14,1,seasonal_naive,3,2024-01-14,11538.65,9250.4,13826.9
S14_D01,14,1,seasonal_naive,4,2024-01-21,11509.24,9220.99,13797.49
S14_D01,14,1,seasonal_naive,5,2024-01-28,11629.23,9340.98,13917.48
S14_D01,14,1,seasonal_naive,6,2024-02-04,15335.12,13046.87,17623.37
S14_D01,14,1,seasonal_naive,7,2024-02-11,14412.62,12124.37,16700.87
S14_D01,14,1,seasonal_naive,8,2024-02-18,12223.32,9935.07,14511.57
S14_D02,14,2,seasonal_naive,1,2023-12-31,19449.35,17131.21,21767.49
S14_D02,14,2,seasonal_naive,2,2024-01-07,20316.97,17998.83,22635.11
S14_D02,14,2,seasonal_naive,3,2024-01-14,20093.92,17775.78,22412.06
S14_D02,14,2,seasonal_naive,4,2024-01-21,18833.29,16515.15,21151.43
S14_D02,14,2,seasonal_naive,5,2024-01-28,20112.12,17793.98,22430.26
S14_D02,14,2,seasonal_naive,6,2024-02-04,26503.84,24185.7,28821.98
S14_D02,14,2,seasonal_naive,7,2024-02-11,27688.81,25370.67,30006.95
S14_D02,14,2,seasonal_naive,8,2024-02-18,18136.62,15818.48,20454.76
S14_D03,14,3,global_gbm,1,2023-12-31,35943.36,30459.35,46368.72
S14_D03,14,3,global_gbm,2,2024-01-07,27392.35,23528.19,31679.57
S14_D03,14,3,global_gbm,3,2024-01-14,25132.56,22748.56,27082.06
S14_D03,14,3,global_gbm,4,2024-01-21,26564.29,23986.95,28855.84
S14_D03,14,3,global_gbm,5,2024-01-28,25937.17,23718.89,28249.7
S14_D03,14,3,global_gbm,6,2024-02-04,31691.61,30934.6,33134.52
S14_D03,14,3,global_gbm,7,2024-02-11,31954.53,30671.74,33033.97
S14_D03,14,3,global_gbm,8,2024-02-18,27627.44,23929.72,30999.65
S14_D04,14,4,seasonal_naive,1,2023-12-31,6490.88,5933.22,7048.54
S14_D04,14,4,seasonal_naive,2,2024-01-07,6652.38,6094.72,7210.04
S14_D04,14,4,seasonal_naive,3,2024-01-14,6905.82,6348.16,7463.48
S14_D04,14,4,seasonal_naive,4,2024-01-21,7512.61,6954.95,8070.27
S14_D04,14,4,seasonal_naive,5,2024-01-28,6891.12,6333.46,7448.78
S14_D04,14,4,seasonal_naive,6,2024-02-04,6781.55,6223.89,7339.21
S14_D04,14,4,seasonal_naive,7,2024-02-11,6786.28,6228.62,7343.94
S14_D04,14,4,seasonal_naive,8,2024-02-18,6354.36,5796.7,6912.02
S14_D05,14,5,seasonal_naive,1,2023-12-31,14344.46,12957.69,15731.23
S14_D05,14,5,seasonal_naive,2,2024-01-07,15408.92,14022.15,16795.69
S14_D05,14,5,seasonal_naive,3,2024-01-14,15489.29,14102.52,16876.06
S14_D05,14,5,seasonal_naive,4,2024-01-21,14178.86,12792.09,15565.63
S14_D05,14,5,seasonal_naive,5,2024-01-28,16107.19,14720.42,17493.96
S14_D05,14,5,seasonal_naive,6,2024-02-04,17839.15,16452.38,19225.92
S14_D05,14,5,seasonal_naive,7,2024-02-11,21025.01,19638.24,22411.78
S14_D05,14,5,seasonal_naive,8,2024-02-18,18176.92,16790.15,19563.69
S14_D06,14,6,global_gbm,1,2023-12-31,29049.54,28989.56,38166.64
S14_D06,14,6,global_gbm,2,2024-01-07,24565.91,21839.14,28130.75
S14_D06,14,6,global_gbm,3,2024-01-14,23058.44,21896.97,24368.96
S14_D06,14,6,global_gbm,4,2024-01-21,23362.73,21770.34,24994.81
S14_D06,14,6,global_gbm,5,2024-01-28,23658.2,21900.58,24651.56
S14_D06,14,6,global_gbm,6,2024-02-04,27846.84,26245.46,30476.31
S14_D06,14,6,global_gbm,7,2024-02-11,29141.03,26986.98,29141.03
S14_D06,14,6,global_gbm,8,2024-02-18,26304.15,23051.01,29028.4
S14_D07,14,7,seasonal_naive,1,2023-12-31,23205.4,13979.36,32431.44
S14_D07,14,7,seasonal_naive,2,2024-01-07,26103.6,16877.56,35329.64
S14_D07,14,7,seasonal_naive,3,2024-01-14,24578.0,15351.96,33804.04
S14_D07,14,7,seasonal_naive,4,2024-01-21,25775.72,16549.68,35001.76
S14_D07,14,7,seasonal_naive,5,2024-01-28,24226.14,15000.1,33452.18
S14_D07,14,7,seasonal_naive,6,2024-02-04,25534.96,16308.92,34761.0
S14_D07,14,7,seasonal_naive,7,2024-02-11,25663.08,16437.04,34889.12
S14_D07,14,7,seasonal_naive,8,2024-02-18,22987.23,13761.19,32213.27
S14_D08,14,8,holt_winters,1,2023-12-31,4939.63,4349.75,5529.52
S14_D08,14,8,holt_winters,2,2024-01-07,4827.15,4237.26,5417.03
S14_D08,14,8,holt_winters,3,2024-01-14,4955.18,4365.29,5545.07
S14_D08,14,8,holt_winters,4,2024-01-21,5033.98,4444.09,5623.86
S14_D08,14,8,holt_winters,5,2024-01-28,4982.11,4392.22,5571.99
S14_D08,14,8,holt_winters,6,2024-02-04,5437.95,4848.07,6027.84
S14_D08,14,8,holt_winters,7,2024-02-11,5026.27,4436.38,5616.15
S14_D08,14,8,holt_winters,8,2024-02-18,4749.79,4159.91,5339.68
S14_D09,14,9,seasonal_naive,1,2023-12-31,15000.98,14046.78,15955.18
S14_D09,14,9,seasonal_naive,2,2024-01-07,15671.58,14717.38,16625.78
S14_D09,14,9,seasonal_naive,3,2024-01-14,16164.19,15209.99,17118.39
S14_D09,14,9,seasonal_naive,4,2024-01-21,15395.78,14441.58,16349.98
S14_D09,14,9,seasonal_naive,5,2024-01-28,15649.75,14695.55,16603.95
S14_D09,14,9,seasonal_naive,6,2024-02-04,17366.77,16412.57,18320.97
S14_D09,14,9,seasonal_naive,7,2024-02-11,16191.49,15237.29,17145.69
S14_D09,14,9,seasonal_naive,8,2024-02-18,15903.99,14949.79,16858.19
S14_D10,14,10,holt_winters,1,2023-12-31,4492.39,3612.98,5371.79
S14_D10,14,10,holt_winters,2,2024-01-07,4903.26,4023.85,5782.66
S14_D10,14,10,holt_winters,3,2024-01-14,4676.2,3796.8,5555.6
S14_D10,14,10,holt_winters,4,2024-01-21,4738.76,3859.36,5618.17
S14_D10,14,10,holt_winters,5,2024-01-28,5079.6,4200.2,5959.0
S14_D10,14,10,holt_winters,6,2024-02-04,5717.37,4837.97,6596.77
S14_D10,14,10,holt_winters,7,2024-02-11,5208.07,4328.67,6087.47
S14_D10,14,10,holt_winters,8,2024-02-18,4208.28,3328.88,5087.68
S14_D11,14,11,global_gbm,1,2023-12-31,28182.81,24826.94,38973.69
S14_D11,14,11,global_gbm,2,2024-01-07,20950.65,16710.97,25258.01
S14_D11,14,11,global_gbm,3,2024-01-14,19861.67,16615.15,20297.13
S14_D11,14,11,global_gbm,4,2024-01-21,19739.69,17958.36,21347.03
S14_D11,14,11,global_gbm,5,2024-01-28,19825.61,18163.37,20930.08
S14_D11,14,11,global_gbm,6,2024-02-04,28113.03,24321.94,28124.67
S14_D11,14,11,global_gbm,7,2024-02-11,28665.4,25078.23,29923.86
S14_D11,14,11,global_gbm,8,2024-02-18,24453.1,18449.16,26859.77
S14_D12,14,12,seasonal_naive,1,2023-12-31,6832.5,6186.87,7478.13
S14_D12,14,12,seasonal_naive,2,2024-01-07,7368.49,6722.86,8014.12
S14_D12,14,12,seasonal_naive,3,2024-01-14,7917.8,7272.17,8563.43
S14_D12,14,12,seasonal_naive,4,2024-01-21,7164.56,6518.93,7810.19
S14_D12,14,12,seasonal_naive,5,2024-01-28,6985.3,6339.67,7630.93
S14_D12,14,12,seasonal_naive,6,2024-02-04,9403.52,8757.89,10049.15
S14_D12,14,12,seasonal_naive,7,2024-02-11,9445.28,8799.65,10090.91
S14_D12,14,12,seasonal_naive,8,2024-02-18,6841.55,6195.92,7487.18
S15_D01,15,1,global_gbm,1,2023-12-31,87086.91,67292.03,95265.54
S15_D01,15,1,global_gbm,2,2024-01-07,59919.21,55440.58,65926.02
S15_D01,15,1,global_gbm,3,2024-01-14,58097.44,56015.6,64677.81
S15_D01,15,1,global_gbm,4,2024-01-21,63078.02,58757.9,67166.21
S15_D01,15,1,global_gbm,5,2024-01-28,63482.18,57877.63,71988.87
S15_D01,15,1,global_gbm,6,2024-02-04,85225.19,76278.64,91596.87
S15_D01,15,1,global_gbm,7,2024-02-11,88844.46,73545.09,98042.41
S15_D01,15,1,global_gbm,8,2024-02-18,69726.76,58986.42,73106.89
S15_D02,15,2,global_gbm,1,2023-12-31,150362.68,112042.66,154995.8
S15_D02,15,2,global_gbm,2,2024-01-07,109497.03,99621.24,120374.21
S15_D02,15,2,global_gbm,3,2024-01-14,108201.01,100043.54,115859.48
S15_D02,15,2,global_gbm,4,2024-01-21,106331.99,97989.04,115538.45
S15_D02,15,2,global_gbm,5,2024-01-28,105415.77,97980.38,116009.42
S15_D02,15,2,global_gbm,6,2024-02-04,147021.75,120084.06,161706.06
S15_D02,15,2,global_gbm,7,2024-02-11,177305.42,131327.08,196994.43
S15_D02,15,2,global_gbm,8,2024-02-18,106082.31,97926.03,120063.36
S15_D03,15,3,global_gbm,1,2023-12-31,174150.43,124601.4,174150.43
S15_D03,15,3,global_gbm,2,2024-01-07,111623.99,100598.36,120912.65
S15_D03,15,3,global_gbm,3,2024-01-14,109988.7,101225.17,116278.09
S15_D03,15,3,global_gbm,4,2024-01-21,110809.33,99383.04,118550.26
S15_D03,15,3,global_gbm,5,2024-01-28,111071.39,99374.39,119021.22
